timestamp,device_id,cpu_pct,gpu_pct,ram_pct
2026-08-06T13:38:09.500215,edge-01,40.0,,35.0
2026-08-06T13:38:09.500315,edge-02,55.0,,50.0
2026-08-06T13:38:09.586139,opendc-rack-1-c7038e,87.47228848164575,,82.09101743957692
2026-08-06T13:38:09.985757,opendc-rack-1-c7038e,94.60396698485309,,87.42641413756999
2026-08-06T13:38:10.368619,opendc-rack-1-c7038e,89.66703715983816,,82.93703110608205
2026-08-06T13:38:10.767095,opendc-rack-2-c7038e,73.07249830185278,,88.67915686735394
2026-08-06T13:38:10.792119,opendc-rack-2-c7038e,77.75707294530386,,94.95965959364797
2026-08-06T13:38:10.815889,opendc-rack-2-c7038e,81.59882296051588,,99.2799869694587
2026-08-06T13:38:11.606087,test-laptop,93.0,,88.0
2026-08-06T13:38:16.958347,test-laptop,98.0,95.0,90.0
2026-08-06T13:42:49.102135,edge-01,40.0,,35.0
2026-08-06T13:42:49.102388,edge-02,55.0,,50.0
2026-08-06T13:42:49.265657,opendc-rack-1-6760a6,90.05133995349411,,83.35741529375453
2026-08-06T13:42:49.682375,opendc-rack-1-6760a6,96.96937385998392,,90.43566959869771
2026-08-06T13:42:50.083589,opendc-rack-1-6760a6,94.04515220353582,,91.69135810508274
2026-08-06T13:42:50.529707,opendc-rack-2-6760a6,86.90070027760645,,86.65871076084979
2026-08-06T13:42:50.936752,opendc-rack-2-6760a6,87.54642585462676,,87.56893195188762
2026-08-06T13:42:51.578855,opendc-rack-2-6760a6,89.819882178554,,88.4615560571908
2026-08-06T13:42:52.254841,test-laptop,93.0,,88.0
2026-08-06T13:42:56.353433,test-laptop,98.0,95.0,90.0
2026-08-06T13:43:45.267829,edge-01,40.0,,35.0
2026-08-06T13:43:45.267953,edge-02,55.0,,50.0
2026-08-06T13:43:45.399439,opendc-rack-1-6a0770,91.9280223928444,89.22971728190355,83.05243832018772
2026-08-06T13:43:45.807199,opendc-rack-1-6a0770,90.37200590180197,90.47824909576708,86.39573583022461
2026-08-06T13:43:46.253683,opendc-rack-1-6a0770,96.01503564927158,93.66279997092808,89.5635806724159
2026-08-06T13:43:46.865179,opendc-rack-2-6a0770,89.31243792703143,95.74572949676562,78.98954394182498
2026-08-06T13:43:47.277259,opendc-rack-2-6a0770,97.79587448371188,100.0,86.78829612537619
2026-08-06T13:43:47.703558,opendc-rack-2-6a0770,100.0,100.0,87.02789161398594
2026-08-06T13:43:48.400007,test-laptop,93.0,,88.0
2026-08-06T13:43:52.255272,test-laptop,98.0,95.0,90.0
2026-08-06T13:45:52.839086,edge-01,40.0,,35.0
2026-08-06T13:45:52.839477,edge-02,55.0,,50.0
