timestamp,device_id,cpu_pct,gpu_pct,ram_pct
2026-07-30T20:26:34.022525,rack-01-primary,42.5,68.0,52.0
2026-07-30T20:26:34.173047,edge-01,40.0,,35.0
2026-07-30T20:26:34.173143,edge-02,55.0,,50.0
2026-07-30T20:26:34.247810,opendc-rack-1-05d796,78.61879835944806,,63.357298135460034
2026-07-30T20:26:34.272895,opendc-rack-1-05d796,24.061628620787467,,17.027853190713518
2026-07-30T20:26:34.295479,opendc-rack-1-05d796,19.75540876675787,,15.14115739325908
2026-07-30T20:26:34.331404,opendc-rack-2-05d796,70.19351733227435,,57.46152550651469
2026-07-30T20:26:34.354936,opendc-rack-2-05d796,23.765902205253145,,20.222141899844104
2026-07-30T20:26:34.377417,opendc-rack-2-05d796,19.548510308790426,,17.716225437539457
2026-07-30T20:26:34.733192,test-laptop,93.0,,88.0
2026-07-30T20:26:49.461871,test-laptop,98.0,95.0,90.0
2026-07-30T20:28:31.293167,edge-01,40.0,,35.0
2026-07-30T20:28:31.293302,edge-02,55.0,,50.0
2026-07-30T20:28:31.416527,opendc-rack-1-103f36,73.2480003013395,,59.34762024218891
2026-07-30T20:28:31.467481,opendc-rack-1-103f36,24.470574806398247,,17.299425940429668
2026-07-30T20:28:31.517112,opendc-rack-1-103f36,20.959248728274808,,17.249544361153166
2026-07-30T20:28:31.600793,opendc-rack-2-103f36,78.13427747379487,,64.03621810075745
2026-07-30T20:28:31.659248,opendc-rack-2-103f36,15.399172612341474,,13.5682285751039
2026-07-30T20:28:31.708205,opendc-rack-2-103f36,22.03339562145299,,16.60993562279346
2026-07-30T20:28:31.858454,test-laptop,93.0,,88.0
